Format Version,1.23,Take Name,Alza_001,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2022-12-02 12.25.22.852 PM,Capture Start Frame,2634524,Total Frames in Take,10514,Total Exported Frames,10514,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Cup:Marker1,Cup:Marker1,Cup:Marker1,Cup:Marker2,Cup:Marker2,Cup:Marker2,Cup:Marker3,Cup:Marker3,Cup:Marker3,Cup:Marker4,Cup:Marker4,Cup:Marker4,Cup:Marker5,Cup:Marker5,Cup:Marker5,Cup:Marker6,Cup:Marker6,Cup:Marker6
,ID,"DDD70","DDD70","DDD70","DDD90","DDD90","DDD90","DDD60","DDD60","DDD60","DDD80","DDD80","DDD80","DE540","DE540","DE540","DDD50","DDD50","DDD50"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
617,1.713889,,,,,,,,,,,,,,,,,,
618,1.716667,,,,,,,,,,,,,,,,,,
619,1.719444,0.206566,0.137168,0.052735,0.138604,0.142425,0.053411,0.232863,0.137789,0.174277,0.141961,0.145119,0.179613,0.228498,0.136907,0.099342,0.243467,0.137196,0.131103
620,1.722222,0.206579,0.137178,0.052748,0.138586,0.142425,0.053417,0.232879,0.137798,0.174300,0.141969,0.145106,0.179624,0.228484,0.136932,0.099358,0.243450,0.137216,0.131118
621,1.725000,,,,,,,,,,,,,,,,,,
622,1.727778,0.206572,0.137170,0.052756,0.138591,0.142415,0.053422,0.232885,0.137774,0.174306,0.141985,0.145093,0.179634,0.228482,0.136936,0.099372,0.243458,0.137202,0.131126
623,1.730556,0.206560,0.137172,0.052744,0.138594,0.142416,0.053406,0.232878,0.137799,0.174288,0.141965,0.145102,0.179626,0.228507,0.136910,0.099347,0.243468,0.137202,0.131115
624,1.733333,0.206549,0.137170,0.052770,0.138579,0.142434,0.053419,0.232855,0.137802,0.174297,0.141969,0.145104,0.179621,0.228472,0.136931,0.099354,0.243462,0.137200,0.131133
625,1.736111,0.206572,0.137175,0.052760,0.138589,0.142428,0.053404,0.232839,0.137803,0.174259,0.141963,0.145097,0.179629,0.228497,0.136898,0.099345,0.243444,0.137212,0.131121
626,1.738889,,,,,,,,,,,,,,,,,,
627,1.741667,0.206581,0.137143,0.052756,0.138592,0.142398,0.053404,0.232862,0.137794,0.174284,0.141974,0.145089,0.179616,0.228482,0.136917,0.099361,0.243453,0.137200,0.131130
628,1.744444,,,,,,,,,,,,,,,,,,
629,1.747222,,,,,,,,,,,,,,,,,,
630,1.750000,0.206578,0.137153,0.052755,0.137660,0.143267,0.054855,0.232872,0.137778,0.174326,0.141989,0.145086,0.179637,0.228502,0.136921,0.099365,0.243475,0.137182,0.131124
631,1.752778,0.206584,0.137151,0.052755,0.138601,0.142391,0.053396,0.232880,0.137760,0.174311,0.141976,0.145081,0.179634,0.228531,0.136907,0.099342,0.243467,0.137214,0.131125
632,1.755556,,,,,,,,,,,,,,,,,,
633,1.758333,0.206565,0.137148,0.052769,0.138595,0.142407,0.053385,0.232849,0.137794,0.174294,0.141988,0.145088,0.179619,0.228514,0.136915,0.099360,0.243474,0.137191,0.131127
634,1.761111,,,,,,,,,,,,,,,,,,
635,1.763889,,,,,,,,,,,,,,,,,,
636,1.766667,0.206589,0.137117,0.052779,0.138612,0.142405,0.053411,0.232860,0.137790,0.174300,0.141988,0.145091,0.179623,0.228538,0.136884,0.099343,0.243474,0.137209,0.131107
637,1.769444,,,,,,,,,,,,,,,,,,
638,1.772222,,,,,,,,,,,,,,,,,,
639,1.775000,0.206580,0.137125,0.052768,0.138585,0.142418,0.053420,0.232849,0.137806,0.174306,0.141981,0.145095,0.179618,0.228535,0.136906,0.099322,0.243480,0.137188,0.131110
640,1.777778,,,,,,,,,,,,,,,,,,
641,1.780556,,,,,,,,,,,,,,,,,,
642,1.783333,0.206568,0.137104,0.052781,0.138610,0.142418,0.053429,0.232833,0.137781,0.174287,0.141979,0.145080,0.179630,0.228489,0.136923,0.099353,0.243462,0.137220,0.131117
643,1.786111,0.206589,0.137102,0.052790,0.138598,0.142396,0.053424,0.232818,0.137772,0.174284,0.141975,0.145094,0.179626,0.228498,0.136927,0.099355,0.243461,0.137221,0.131123
644,1.788889,,,,,,,,,,,,,,,,,,
645,1.791667,0.206566,0.137112,0.052797,0.138139,0.143227,0.054065,0.232851,0.137801,0.174289,0.141983,0.145093,0.179632,0.228528,0.136913,0.099345,0.243459,0.137216,0.131128
646,1.794444,,,,,,,,,,,,,,,,,,
647,1.797222,,,,,,,,,,,,,,,,,,
648,1.800000,0.206552,0.137118,0.052787,0.138288,0.142629,0.053726,0.232851,0.137794,0.174293,0.141965,0.145093,0.179631,0.228498,0.136924,0.099341,0.243478,0.137202,0.131120
649,1.802778,0.206567,0.137117,0.052802,0.138132,0.143205,0.054052,0.232849,0.137800,0.174285,0.141979,0.145088,0.179635,0.228514,0.136902,0.099339,0.243456,0.137225,0.131119
650,1.805556,,,,,,,,,,,,,,,,,,
651,1.808333,0.206572,0.137103,0.052799,0.138603,0.142367,0.053439,0.232865,0.137782,0.174291,0.141971,0.145083,0.179631,0.228511,0.136912,0.099355,0.243475,0.137221,0.131136
652,1.811111,0.206565,0.137096,0.052790,0.138127,0.143210,0.054059,0.232862,0.137782,0.174265,0.141974,0.145085,0.179635,0.228515,0.136917,0.099365,0.243457,0.137218,0.131134
653,1.813889,,,,,,,,,,,,,,,,,,
654,1.816667,0.206575,0.137118,0.052814,0.138128,0.143227,0.054043,0.232856,0.137786,0.174289,0.141975,0.145085,0.179637,0.228535,0.136918,0.099359,0.243452,0.137227,0.131105
655,1.819444,0.206564,0.137122,0.052800,0.138608,0.142388,0.053422,0.232881,0.137797,0.174311,0.141983,0.145093,0.179633,0.228494,0.136964,0.099375,0.243447,0.137213,0.131117
656,1.822222,,,,,,,,,,,,,,,,,,
657,1.825000,0.206574,0.137112,0.052776,0.138145,0.143230,0.054057,0.232845,0.137816,0.174284,0.141987,0.145087,0.179634,0.228543,0.136912,0.099351,0.243465,0.137211,0.131121
658,1.827778,0.206586,0.137121,0.052778,0.138600,0.142390,0.053416,0.232865,0.137819,0.174295,0.141984,0.145102,0.179632,0.228542,0.136904,0.099352,0.243458,0.137215,0.131131
659,1.830556,,,,,,,,,,,,,,,,,,
660,1.833333,0.206598,0.137123,0.052784,0.138602,0.142403,0.053415,0.232853,0.137779,0.174281,0.141991,0.145102,0.179627,0.228519,0.136947,0.099328,0.243458,0.137231,0.131115
661,1.836111,0.206583,0.137131,0.052782,0.138617,0.142407,0.053428,0.232838,0.137802,0.174263,0.141989,0.145093,0.179614,0.228506,0.136929,0.099358,0.243476,0.137209,0.131124
662,1.838889,,,,,,,,,,,,,,,,,,
663,1.841667,0.206580,0.137149,0.052766,0.138612,0.142398,0.053417,0.232850,0.137807,0.174263,0.141987,0.145104,0.179612,0.228541,0.136902,0.099355,0.243478,0.137190,0.131116
664,1.844444,0.206580,0.137144,0.052770,0.138137,0.143229,0.054051,0.232852,0.137784,0.174270,0.141995,0.145110,0.179617,0.228490,0.136930,0.099364,0.243474,0.137210,0.131121
665,1.847222,,,,,,,,,,,,,,,,,,
666,1.850000,0.206595,0.137115,0.052774,0.138144,0.143235,0.054043,0.232844,0.137757,0.174259,0.141987,0.145097,0.179617,0.228546,0.136908,0.099341,0.243475,0.137201,0.131111
667,1.852778,0.206578,0.137125,0.052760,0.138612,0.142392,0.053415,0.232845,0.137770,0.174303,0.141986,0.145107,0.179619,0.228529,0.136890,0.099328,0.243467,0.137203,0.131119
668,1.855556,,,,,,,,,,,,,,,,,,
669,1.858333,0.206590,0.137126,0.052770,0.138131,0.143243,0.054036,0.232864,0.137791,0.174297,0.141984,0.145081,0.179627,0.228530,0.136893,0.099343,0.243474,0.137199,0.131104
670,1.861111,0.206567,0.137133,0.052759,0.137678,0.143207,0.054838,0.232847,0.137767,0.174297,0.141979,0.145088,0.179623,0.228500,0.136909,0.099346,0.243466,0.137199,0.131118
671,1.863889,,,,,,,,,,,,,,,,,,
672,1.866667,0.206589,0.137125,0.052768,0.137681,0.143197,0.054840,0.232865,0.137760,0.174299,0.141978,0.145089,0.179640,0.228455,0.136943,0.099358,0.243478,0.137190,0.131118
673,1.869444,0.206602,0.137115,0.052760,0.138123,0.143229,0.054066,0.232860,0.137768,0.174289,0.141972,0.145091,0.179635,0.228536,0.136886,0.099336,0.243461,0.137199,0.131128
674,1.872222,,,,,,,,,,,,,,,,,,
675,1.875000,0.206569,0.137105,0.052771,0.138613,0.142374,0.053417,0.232861,0.137759,0.174322,0.141971,0.145068,0.179649,0.228481,0.136898,0.099342,0.243478,0.137180,0.131130
676,1.877778,,,,,,,,,,,,,,,,,,
677,1.880556,,,,,,,,,,,,,,,,,,
678,1.883333,0.206551,0.137108,0.052774,0.138593,0.142361,0.053429,0.232885,0.137786,0.174311,0.141975,0.145072,0.179647,0.228493,0.136906,0.099350,0.243459,0.137192,0.131146
679,1.886111,0.206556,0.137120,0.052787,0.137782,0.143287,0.054880,0.232864,0.137812,0.174315,0.141970,0.145068,0.179648,0.228507,0.136906,0.099340,0.243469,0.137198,0.131122
680,1.888889,0.206563,0.137107,0.052769,0.138604,0.142367,0.053417,0.232876,0.137786,0.174309,0.141981,0.145063,0.179648,0.228499,0.136906,0.099336,0.243463,0.137197,0.131114
681,1.891667,0.206551,0.137115,0.052767,0.138587,0.142377,0.053427,0.232858,0.137802,0.174303,0.141964,0.145069,0.179643,0.228509,0.136903,0.099356,0.243454,0.137210,0.131109
682,1.894444,,,,,,,,,,,,,,,,,,
683,1.897222,0.206557,0.137127,0.052783,0.137773,0.143320,0.054869,0.232844,0.137808,0.174296,0.141973,0.145084,0.179639,0.228516,0.136905,0.099340,0.243474,0.137196,0.131109
684,1.900000,0.206575,0.137132,0.052796,0.138603,0.142407,0.053416,0.232836,0.137784,0.174293,0.141968,0.145093,0.179636,0.228518,0.136926,0.099351,0.243450,0.137202,0.131120
685,1.902778,,,,,,,,,,,,,,,,,,
686,1.905556,0.206566,0.137153,0.052767,0.138598,0.142433,0.053424,0.232855,0.137805,0.174286,0.141988,0.145105,0.179639,0.228554,0.136891,0.099347,0.243473,0.137211,0.131105
687,1.908333,0.206569,0.137153,0.052806,0.138605,0.142426,0.053411,0.232868,0.137786,0.174282,0.141997,0.145105,0.179624,0.228505,0.136946,0.099353,0.243453,0.137217,0.131134
688,1.911111,,,,,,,,,,,,,,,,,,
689,1.913889,0.206589,0.137134,0.052782,0.138626,0.142436,0.053408,0.232830,0.137821,0.174269,0.141978,0.145111,0.179618,0.228538,0.136905,0.099339,0.243464,0.137222,0.131131
690,1.916667,0.206593,0.137150,0.052774,0.138629,0.142413,0.053422,0.232879,0.137803,0.174267,0.141995,0.145110,0.179612,0.228535,0.136911,0.099338,0.243454,0.137216,0.131132
691,1.919444,,,,,,,,,,,,,,,,,,
692,1.922222,0.206592,0.137157,0.052776,0.138145,0.143249,0.054029,0.232851,0.137823,0.174287,0.141985,0.145118,0.179614,0.228533,0.136905,0.099356,0.243468,0.137223,0.131138
693,1.925000,0.206593,0.137159,0.052770,0.138153,0.143266,0.054048,0.232869,0.137825,0.174281,0.141992,0.145132,0.179638,0.228546,0.136912,0.099330,0.243477,0.137216,0.131122
694,1.927778,,,,,,,,,,,,,,,,,,
695,1.930556,0.206587,0.137168,0.052785,0.138136,0.143271,0.054054,0.232847,0.137796,0.174282,0.141990,0.145124,0.179607,0.228515,0.136922,0.099351,0.243455,0.137226,0.131108
696,1.933333,,,,,,,,,,,,,,,,,,
697,1.936111,,,,,,,,,,,,,,,,,,
698,1.938889,0.206578,0.137136,0.052777,0.138607,0.142401,0.053420,0.232861,0.137819,0.174297,0.141993,0.145120,0.179629,0.228492,0.136948,0.099350,0.243474,0.137209,0.131111
699,1.941667,,,,,,,,,,,,,,,,,,
700,1.944444,,,,,,,,,,,,,,,,,,
701,1.947222,0.206559,0.137122,0.052772,0.138135,0.143230,0.054065,0.232917,0.137819,0.174358,0.141984,0.145100,0.179641,0.228463,0.136962,0.099341,0.243470,0.137206,0.131114
702,1.950000,,,,,,,,,,,,,,,,,,
703,1.952778,,,,,,,,,,,,,,,,,,
704,1.955556,0.206577,0.137099,0.052774,0.138609,0.142359,0.053420,0.232926,0.137873,0.174349,0.141977,0.145105,0.179648,0.228485,0.136921,0.099335,0.243460,0.137195,0.131104
705,1.958333,,,,,,,,,,,,,,,,,,
706,1.961111,,,,,,,,,,,,,,,,,,
707,1.963889,0.206561,0.137110,0.052791,0.138594,0.142370,0.053434,0.232938,0.137897,0.174367,0.141979,0.145103,0.179643,0.228526,0.136904,0.099326,0.243460,0.137194,0.131122
708,1.966667,0.206551,0.137097,0.052787,0.138576,0.142390,0.053427,0.232966,0.137885,0.174414,0.141968,0.145109,0.179655,0.228510,0.136891,0.099338,0.243471,0.137190,0.131118
709,1.969444,,,,,,,,,,,,,,,,,,
710,1.972222,0.206564,0.137107,0.052794,0.137692,0.143223,0.054878,0.232939,0.137903,0.174366,0.141990,0.145112,0.179642,0.228531,0.136896,0.099348,0.243470,0.137193,0.131104
711,1.975000,0.206572,0.137103,0.052803,0.137702,0.143222,0.054882,0.232956,0.137885,0.174394,0.141981,0.145107,0.179657,0.228540,0.136897,0.099338,0.243471,0.137193,0.131118
712,1.977778,,,,,,,,,,,,,,,,,,
713,1.980556,0.206576,0.137103,0.052800,0.138597,0.142395,0.053445,0.232994,0.137896,0.174419,0.141993,0.145119,0.179655,0.228514,0.136922,0.099367,0.243465,0.137213,0.131110
714,1.983333,,,,,,,,,,,,,,,,,,
715,1.986111,,,,,,,,,,,,,,,,,,
716,1.988889,0.206575,0.137128,0.052805,0.138152,0.143238,0.054078,0.233015,0.137866,0.174429,0.141996,0.145115,0.179645,0.228527,0.136912,0.099359,0.243463,0.137212,0.131116
717,1.991667,,,,,,,,,,,,,,,,,,
718,1.994444,,,,,,,,,,,,,,,,,,
719,1.997222,0.206599,0.137125,0.052794,0.138154,0.143239,0.054089,0.233024,0.137875,0.174447,0.142011,0.145130,0.179662,0.228510,0.136949,0.099352,0.243471,0.137211,0.131118
720,2.000000,0.206586,0.137125,0.052810,0.138630,0.142402,0.053424,0.232991,0.137865,0.174417,0.142018,0.145118,0.179648,0.228502,0.136925,0.099358,0.243464,0.137218,0.131127
721,2.002778,,,,,,,,,,,,,,,,,,
722,2.005556,0.206591,0.137132,0.052790,0.138616,0.142402,0.053443,0.233038,0.137859,0.174432,0.142027,0.145130,0.179648,0.228505,0.136914,0.099360,0.243476,0.137215,0.131127
723,2.008333,0.206578,0.137142,0.052778,0.138144,0.143233,0.054070,0.233007,0.137866,0.174437,0.142002,0.145116,0.179658,0.228489,0.136943,0.099346,0.243482,0.137203,0.131108
724,2.011111,,,,,,,,,,,,,,,,,,
725,2.013889,0.206565,0.137121,0.052795,0.138606,0.142402,0.053410,0.233011,0.137851,0.174417,0.142007,0.145115,0.179655,0.228509,0.136930,0.099340,0.243464,0.137200,0.131106
726,2.016667,0.206596,0.137117,0.052791,0.138133,0.143236,0.054056,0.233000,0.137856,0.174412,0.141984,0.145129,0.179636,0.228505,0.136930,0.099344,0.243493,0.137212,0.131115
727,2.019444,,,,,,,,,,,,,,,,,,
728,2.022222,0.206574,0.137116,0.052777,0.138612,0.142372,0.053418,0.232992,0.137892,0.174411,0.141992,0.145126,0.179641,0.228511,0.136906,0.099349,0.243458,0.137222,0.131113
729,2.025000,,,,,,,,,,,,,,,,,,
730,2.027778,,,,,,,,,,,,,,,,,,
731,2.030556,0.206560,0.137123,0.052787,0.138125,0.143222,0.054046,0.233002,0.137883,0.174420,0.141985,0.145125,0.179639,0.228520,0.136898,0.099336,0.243482,0.137215,0.131105
732,2.033333,0.206575,0.137125,0.052770,0.137692,0.143225,0.054864,0.232978,0.137881,0.174392,0.141986,0.145119,0.179647,0.228513,0.136919,0.099325,0.243463,0.137214,0.131104
733,2.036111,,,,,,,,,,,,,,,,,,
734,2.038889,0.206567,0.137097,0.052779,0.137686,0.143214,0.054855,0.232968,0.137892,0.174388,0.141983,0.145122,0.179629,0.228542,0.136903,0.099339,0.243479,0.137216,0.131107
735,2.041667,0.206577,0.137104,0.052779,0.138599,0.142397,0.053417,0.232954,0.137900,0.174379,0.141990,0.145121,0.179638,0.228527,0.136889,0.099332,0.243491,0.137196,0.131114
736,2.044444,,,,,,,,,,,,,,,,,,
737,2.047222,0.206572,0.137099,0.052797,0.138129,0.143214,0.054034,0.232956,0.137884,0.174381,0.141999,0.145106,0.179641,0.228514,0.136918,0.099370,0.243492,0.137202,0.131109
738,2.050000,0.206564,0.137110,0.052783,0.138589,0.142397,0.053435,0.232980,0.137897,0.174388,0.141996,0.145105,0.179640,0.228526,0.136894,0.099341,0.243499,0.137198,0.131130
739,2.052778,0.206570,0.137113,0.052775,0.138608,0.142381,0.053430,0.232982,0.137889,0.174381,0.141991,0.145116,0.179644,0.228504,0.136943,0.099355,0.243514,0.137181,0.131102
740,2.055556,0.206588,0.137120,0.052791,0.138150,0.143221,0.054075,0.232970,0.137877,0.174379,0.142003,0.145108,0.179654,0.228517,0.136932,0.099366,0.243518,0.137181,0.131107
741,2.058333,,,,,,,,,,,,,,,,,,
742,2.061111,0.206590,0.137100,0.052796,0.137792,0.143291,0.054892,0.232976,0.137873,0.174389,0.142008,0.145129,0.179645,0.228510,0.136917,0.099327,0.243509,0.137193,0.131109
743,2.063889,0.206588,0.137109,0.052793,0.137698,0.143216,0.054848,0.232981,0.137867,0.174395,0.142005,0.145127,0.179646,0.228522,0.136923,0.099353,0.243525,0.137165,0.131108
744,2.066667,,,,,,,,,,,,,,,,,,
745,2.069444,0.206578,0.137137,0.052790,0.138601,0.142388,0.053441,0.232977,0.137882,0.174395,0.142011,0.145117,0.179649,0.228514,0.136929,0.099365,0.243522,0.137174,0.131135
746,2.072222,0.206568,0.137131,0.052799,0.138155,0.143235,0.054063,0.232986,0.137855,0.174406,0.141998,0.145127,0.179638,0.228477,0.136953,0.099372,0.243535,0.137177,0.131126
747,2.075000,,,,,,,,,,,,,,,,,,
748,2.077778,0.206588,0.137105,0.052781,0.138603,0.142409,0.053436,0.232996,0.137853,0.174388,0.142012,0.145134,0.179649,0.228521,0.136927,0.099362,0.243500,0.137219,0.131144
749,2.080556,0.206597,0.137136,0.052790,0.138147,0.143228,0.054065,0.232980,0.137868,0.174405,0.142013,0.145143,0.179665,0.228473,0.136960,0.099354,0.243509,0.137206,0.131137
750,2.083333,,,,,,,,,,,,,,,,,,
751,2.086111,0.206577,0.137127,0.052782,0.137800,0.143300,0.054886,0.232987,0.137878,0.174381,0.142016,0.145133,0.179649,0.228484,0.136944,0.099355,0.243512,0.137212,0.131124
752,2.088889,0.206548,0.137131,0.052788,0.138127,0.143233,0.054056,0.232978,0.137906,0.174403,0.142018,0.145151,0.179662,0.228497,0.136934,0.099346,0.243500,0.137209,0.131151
753,2.091667,,,,,,,,,,,,,,,,,,
754,2.094444,0.206567,0.137153,0.052783,0.138581,0.142428,0.053424,0.232980,0.137863,0.174380,0.141991,0.145150,0.179670,0.228479,0.136931,0.099354,0.243505,0.137199,0.131140
755,2.097222,0.206580,0.137131,0.052792,0.138600,0.142413,0.053439,0.232979,0.137893,0.174398,0.142009,0.145131,0.179672,0.228494,0.136925,0.099339,0.243496,0.137201,0.131145
756,2.100000,,,,,,,,,,,,,,,,,,
757,2.102778,0.206564,0.137126,0.052784,0.138592,0.142394,0.053432,0.232961,0.137891,0.174363,0.142004,0.145135,0.179686,0.228514,0.136945,0.099365,0.243490,0.137219,0.131120
758,2.105556,,,,,,,,,,,,,,,,,,
759,2.108333,,,,,,,,,,,,,,,,,,
760,2.111111,0.206564,0.137125,0.052784,0.138568,0.142406,0.053430,0.232925,0.137916,0.174374,0.141999,0.145125,0.179669,0.228478,0.136972,0.099382,0.243492,0.137195,0.131107
761,2.113889,0.206568,0.137137,0.052777,0.138600,0.142401,0.053431,0.232934,0.137911,0.174371,0.142004,0.145140,0.179675,0.228509,0.136960,0.099364,0.243487,0.137227,0.131126
762,2.116667,,,,,,,,,,,,,,,,,,
763,2.119444,0.206564,0.137123,0.052795,0.138579,0.142402,0.053429,0.232976,0.137902,0.174392,0.142002,0.145126,0.179687,0.228547,0.136952,0.099357,0.243491,0.137202,0.131122
764,2.122222,,,,,,,,,,,,,,,,,,
765,2.125000,,,,,,,,,,,,,,,,,,
766,2.127778,0.206588,0.137116,0.052803,0.138132,0.143215,0.054066,0.232941,0.137906,0.174369,0.142015,0.145138,0.179678,0.228587,0.136931,0.099351,0.243494,0.137196,0.131145
767,2.130556,0.206574,0.137126,0.052790,0.138126,0.143237,0.054079,0.232964,0.137905,0.174390,0.142010,0.145124,0.179681,0.228558,0.136971,0.099355,0.243499,0.137202,0.131116
768,2.133333,,,,,,,,,,,,,,,,,,
769,2.136111,0.206577,0.137116,0.052794,0.138288,0.142650,0.053748,0.232939,0.137874,0.174354,0.142016,0.145140,0.179691,0.228599,0.136936,0.099319,0.243501,0.137217,0.131132
770,2.138889,,,,,,,,,,,,,,,,,,
771,2.141667,,,,,,,,,,,,,,,,,,
772,2.144444,0.206590,0.137106,0.052777,0.138610,0.142410,0.053424,0.232983,0.137890,0.174367,0.142008,0.145158,0.179684,0.228616,0.136912,0.099312,0.243485,0.137227,0.131129
773,2.147222,0.206570,0.137141,0.052787,0.138594,0.142438,0.053430,0.232964,0.137869,0.174371,0.142024,0.145144,0.179671,0.228579,0.136949,0.099315,0.243490,0.137236,0.131129
774,2.150000,,,,,,,,,,,,,,,,,,
775,2.152778,0.206585,0.137147,0.052801,0.138587,0.142436,0.053445,0.232980,0.137900,0.174380,0.142015,0.145146,0.179671,0.228580,0.136948,0.099307,0.243493,0.137211,0.131141
776,2.155556,0.206577,0.137149,0.052792,0.138267,0.142673,0.053734,0.232962,0.137880,0.174387,0.142018,0.145151,0.179690,0.228581,0.136926,0.099310,0.243480,0.137235,0.131135
777,2.158333,,,,,,,,,,,,,,,,,,
778,2.161111,0.206563,0.137165,0.052796,0.138590,0.142450,0.053448,0.232965,0.137897,0.174373,0.142016,0.145150,0.179680,0.228580,0.136944,0.099314,0.243481,0.137226,0.131128
779,2.163889,,,,,,,,,,,,,,,,,,
780,2.166667,,,,,,,,,,,,,,,,,,
781,2.169444,0.206578,0.137159,0.052802,0.138580,0.142451,0.053445,0.232948,0.137916,0.174366,0.142005,0.145149,0.179671,0.228603,0.136921,0.099295,0.243489,0.137201,0.131132
782,2.172222,,,,,,,,,,,,,,,,,,
783,2.175000,,,,,,,,,,,,,,,,,,
784,2.177778,0.206580,0.137149,0.052769,0.138577,0.142445,0.053433,0.232931,0.137873,0.174347,0.141997,0.145131,0.179671,0.228598,0.136915,0.099277,0.243472,0.137214,0.131125
785,2.180556,0.206599,0.137137,0.052777,0.138258,0.142656,0.053712,0.232943,0.137908,0.174341,0.142003,0.145132,0.179674,0.228564,0.136939,0.099307,0.243479,0.137211,0.131112
786,2.183333,,,,,,,,,,,,,,,,,,
787,2.186111,0.206583,0.137122,0.052760,0.138564,0.142422,0.053422,0.232935,0.137933,0.174362,0.142002,0.145126,0.179672,0.228560,0.136927,0.099318,0.243489,0.137218,0.131127
788,2.188889,,,,,,,,,,,,,,,,,,
789,2.191667,,,,,,,,,,,,,,,,,,
790,2.194444,0.206574,0.137121,0.052747,0.138565,0.142424,0.053421,0.232910,0.137900,0.174330,0.142014,0.145141,0.179670,0.228635,0.136888,0.099297,0.243508,0.137214,0.131120
791,2.197222,0.206581,0.137118,0.052745,0.138553,0.142426,0.053422,0.232967,0.137902,0.174396,0.142007,0.145136,0.179701,0.228654,0.136890,0.099286,0.243481,0.137206,0.131121
792,2.200000,,,,,,,,,,,,,,,,,,
793,2.202778,0.206583,0.137108,0.052748,0.138262,0.142646,0.053711,0.232972,0.137886,0.174391,0.142009,0.145115,0.179671,0.228594,0.136927,0.099302,0.243492,0.137217,0.131130
794,2.205556,,,,,,,,,,,,,,,,,,
795,2.208333,0.206608,0.137108,0.052749,0.138574,0.142404,0.053406,0.231438,0.138604,0.173295,0.142018,0.145135,0.179679,0.228613,0.136911,0.099313,0.243493,0.137234,0.131118
796,2.211111,,,,,,,,,,,,,,,,,,
797,2.213889,,,,,,,,,,,,,,,,,,
798,2.216667,0.206599,0.137135,0.052732,0.138576,0.142444,0.053419,0.230753,0.139106,0.171811,0.142014,0.145146,0.179680,0.228598,0.136912,0.099309,0.243483,0.137228,0.131132
799,2.219444,0.206592,0.137157,0.052747,0.138568,0.142433,0.053411,0.230601,0.139265,0.171839,0.142024,0.145140,0.179685,0.228617,0.136935,0.099326,0.243479,0.137232,0.131137
800,2.222222,,,,,,,,,,,,,,,,,,
801,2.225000,0.206584,0.137140,0.052746,0.138595,0.142434,0.053416,0.230550,0.139309,0.171815,0.142027,0.145142,0.179692,0.228597,0.136949,0.099306,0.243468,0.137232,0.131131
802,2.227778,,,,,,,,,,,,,,,,,,
803,2.230556,,,,,,,,,,,,,,,,,,
804,2.233333,0.206589,0.137155,0.052742,0.138582,0.142446,0.053400,0.230541,0.139333,0.171812,0.142016,0.145158,0.179679,0.228623,0.136911,0.099292,0.243086,0.137678,0.130901
805,2.236111,0.206581,0.137146,0.052747,0.138261,0.142681,0.053714,0.230526,0.139323,0.171812,0.142018,0.145147,0.179672,0.228584,0.136937,0.099309,0.243100,0.137685,0.131088
806,2.238889,,,,,,,,,,,,,,,,,,
807,2.241667,0.206585,0.137155,0.052737,0.138257,0.142682,0.053702,0.230521,0.139331,0.171806,0.141882,0.145374,0.179721,0.228591,0.136925,0.099307,0.243018,0.137771,0.131036
808,2.244444,0.206578,0.137134,0.052755,0.138576,0.142441,0.053415,0.230509,0.139328,0.171794,0.141774,0.145407,0.179471,0.228563,0.136933,0.099313,0.243034,0.137762,0.131051
809,2.247222,,,,,,,,,,,,,,,,,,
810,2.250000,0.206587,0.137135,0.052727,0.138579,0.142420,0.053399,0.230542,0.139312,0.171795,0.142012,0.145154,0.179674,0.228585,0.136916,0.099307,0.243047,0.137733,0.131073
811,2.252778,0.206587,0.137116,0.052730,0.138272,0.142651,0.053691,0.230518,0.139311,0.171795,0.142007,0.145151,0.179670,0.225264,0.136772,0.101870,0.243055,0.137741,0.131057
812,2.255556,,,,,,,,,,,,,,,,,,
813,2.258333,0.206578,0.137132,0.052727,0.138560,0.142413,0.053392,0.230548,0.139295,0.171783,0.142003,0.145153,0.179663,0.225696,0.138918,0.099533,0.243068,0.137729,0.131058
814,2.261111,,,,,,,,,,,,,,,,,,
815,2.263889,,,,,,,,,,,,,,,,,,
816,2.266667,0.206580,0.137106,0.052748,0.138564,0.142398,0.053401,0.230562,0.139258,0.171813,0.142008,0.145136,0.179678,0.228595,0.136856,0.099309,0.243075,0.137735,0.131061
817,2.269444,0.206598,0.137105,0.052748,0.138560,0.142399,0.053389,0.230570,0.139249,0.171814,0.142010,0.145129,0.179674,0.228577,0.136878,0.099309,0.243090,0.137718,0.131058
818,2.272222,,,,,,,,,,,,,,,,,,
819,2.275000,0.206581,0.137117,0.052766,0.138120,0.143217,0.054043,0.230577,0.139226,0.171834,0.142013,0.145136,0.179691,,,,0.243080,0.137740,0.131062
820,2.277778,0.206586,0.137108,0.052756,0.138267,0.142624,0.053710,0.230588,0.139217,0.171838,0.142009,0.145149,0.179678,0.228635,0.136818,0.099324,0.243085,0.137749,0.131064
821,2.280556,,,,,,,,,,,,,,,,,,
