Format Version,1.23,Take Name,Alza_001,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2022-12-02 12.25.22.852 PM,Capture Start Frame,2634524,Total Frames in Take,10514,Total Exported Frames,10514,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Cup:Marker1,Cup:Marker1,Cup:Marker1,Cup:Marker2,Cup:Marker2,Cup:Marker2,Cup:Marker3,Cup:Marker3,Cup:Marker3,Cup:Marker4,Cup:Marker4,Cup:Marker4,Cup:Marker5,Cup:Marker5,Cup:Marker5,Cup:Marker6,Cup:Marker6,Cup:Marker6
,ID,"DDD70","DDD70","DDD70","DDD90","DDD90","DDD90","DDD60","DDD60","DDD60","DDD80","DDD80","DDD80","DE540","DE540","DE540","DDD50","DDD50","DDD50"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
4566,12.683333,,,,,,,,,,,,,,,,,,
4567,12.686111,0.144319,0.140180,0.087220,0.077104,0.143962,0.083977,0.164038,0.137734,0.209038,0.074003,0.144442,0.209940,0.161812,0.140188,0.134709,0.176808,0.138570,0.166963
4568,12.688889,0.144310,0.140172,0.087211,0.077091,0.143962,0.083971,0.164050,0.137741,0.209047,0.074004,0.144446,0.209963,0.161691,0.140320,0.134738,0.178098,0.137409,0.166727
4569,12.691667,,,,,,,,,,,,,,,,,,
4570,12.694444,0.144300,0.140180,0.087216,0.077098,0.143958,0.083975,0.164033,0.137728,0.209039,0.074001,0.144457,0.209939,0.161673,0.140337,0.134737,0.176790,0.138598,0.166975
4571,12.697222,0.144303,0.140180,0.087213,0.077092,0.143964,0.083979,0.164045,0.137739,0.209032,0.074007,0.144454,0.209947,0.161660,0.140351,0.134762,0.176779,0.138593,0.166991
4572,12.700000,,,,,,,,,,,,,,,,,,
4573,12.702778,0.144303,0.140174,0.087220,0.077091,0.143964,0.083970,0.164027,0.137738,0.209025,0.073997,0.144448,0.209948,0.161654,0.140357,0.134758,0.176764,0.138599,0.166978
4574,12.705556,,,,,,,,,,,,,,,,,,
4575,12.708333,,,,,,,,,,,,,,,,,,
4576,12.711111,0.144294,0.140191,0.087234,0.077097,0.143960,0.083971,0.164033,0.137733,0.209039,0.074011,0.144462,0.209957,0.161649,0.140374,0.134753,0.175638,0.138563,0.166675
4577,12.713889,0.144291,0.140185,0.087238,0.077105,0.143957,0.083966,0.164023,0.137730,0.209024,0.073997,0.144458,0.209961,0.161673,0.140355,0.134772,0.176781,0.138589,0.166996
4578,12.716667,,,,,,,,,,,,,,,,,,
4579,12.719444,0.144307,0.140182,0.087230,0.077095,0.143950,0.083968,0.164035,0.137737,0.209028,0.074015,0.144467,0.209942,0.161688,0.140344,0.134775,0.176782,0.138611,0.166997
4580,12.722222,,,,,,,,,,,,,,,,,,
4581,12.725000,,,,,,,,,,,,,,,,,,
4582,12.727778,0.144317,0.140161,0.087227,0.077099,0.143954,0.083989,0.164041,0.137750,0.209047,0.073999,0.144455,0.209947,0.162589,0.139895,0.135154,0.176803,0.138580,0.166994
4583,12.730556,,,,,,,,,,,,,,,,,,
4584,12.733333,,,,,,,,,,,,,,,,,,
4585,12.736111,0.144326,0.140167,0.087229,0.077103,0.143964,0.083989,0.164036,0.137719,0.209026,0.074012,0.144456,0.209951,0.162618,0.139877,0.135130,0.176851,0.138572,0.166989
4586,12.738889,0.144336,0.140145,0.087221,0.077111,0.143944,0.083963,0.164036,0.137734,0.209045,0.074014,0.144448,0.209951,0.162610,0.139891,0.135134,0.176860,0.138571,0.166988
4587,12.741667,,,,,,,,,,,,,,,,,,
4588,12.744444,0.144329,0.140149,0.087223,0.077088,0.143976,0.083980,0.164024,0.137730,0.209038,0.074016,0.144438,0.209958,0.162622,0.139877,0.135125,0.176866,0.138542,0.166976
4589,12.747222,0.144353,0.140153,0.087213,0.077093,0.143965,0.083967,0.164033,0.137720,0.209037,0.074025,0.144444,0.209956,0.162606,0.139872,0.135119,0.176846,0.138551,0.166973
4590,12.750000,,,,,,,,,,,,,,,,,,
4591,12.752778,0.144349,0.140147,0.087220,0.077085,0.143976,0.083976,0.164045,0.137741,0.209052,0.074022,0.144463,0.209941,0.162629,0.139863,0.135114,0.176856,0.138540,0.166959
4592,12.755556,0.144343,0.140134,0.087211,0.077327,0.143549,0.083872,0.164043,0.137726,0.209031,0.074019,0.144443,0.209952,0.162601,0.139860,0.135119,0.176854,0.138546,0.166959
4593,12.758333,0.144344,0.140155,0.087211,0.077098,0.143971,0.083977,0.164044,0.137740,0.209046,0.074019,0.144440,0.209963,0.162636,0.139863,0.135111,0.176809,0.138563,0.166973
4594,12.761111,,,,,,,,,,,,,,,,,,
4595,12.763889,,,,,,,,,,,,,,,,,,
4596,12.766667,0.144338,0.140155,0.087221,0.077426,0.143670,0.084015,0.164024,0.137736,0.209022,0.074028,0.144445,0.209970,0.162611,0.139889,0.135104,0.176859,0.138547,0.166965
4597,12.769444,,,,,,,,,,,,,,,,,,
4598,12.772222,,,,,,,,,,,,,,,,,,
4599,12.775000,0.144323,0.140157,0.087220,0.077267,0.143667,0.083906,0.164027,0.137746,0.209022,0.074033,0.144447,0.209940,0.162606,0.139896,0.135117,0.176821,0.138572,0.166969
4600,12.777778,0.144332,0.140162,0.087222,0.077253,0.143680,0.083882,0.164034,0.137732,0.209031,0.074025,0.144433,0.209948,0.162596,0.139899,0.135138,0.176805,0.138581,0.166979
4601,12.780556,,,,,,,,,,,,,,,,,,
4602,12.783333,0.144327,0.140169,0.087230,0.077262,0.143657,0.083873,0.164039,0.137737,0.209023,0.074032,0.144451,0.209941,0.161703,0.140341,0.134778,0.176828,0.138580,0.166987
4603,12.786111,0.144328,0.140171,0.087223,0.077242,0.143668,0.083872,0.164037,0.137743,0.209035,0.074013,0.144439,0.209935,0.161727,0.140316,0.134767,0.176818,0.138604,0.166987
4604,12.788889,,,,,,,,,,,,,,,,,,
4605,12.791667,0.144321,0.140156,0.087239,0.077243,0.143661,0.083895,0.164037,0.137741,0.209029,0.074029,0.144447,0.209910,0.161691,0.140329,0.134773,0.176835,0.138584,0.166980
4606,12.794444,,,,,,,,,,,,,,,,,,
4607,12.797222,,,,,,,,,,,,,,,,,,
4608,12.800000,0.144322,0.140160,0.087246,0.077254,0.143669,0.083886,0.164047,0.137750,0.209021,0.074031,0.144439,0.209894,0.162480,0.139970,0.135191,0.176839,0.138580,0.166988
4609,12.802778,0.144321,0.140157,0.087238,0.077259,0.143655,0.083882,0.164036,0.137744,0.209019,0.074019,0.144439,0.209910,0.162580,0.139872,0.135132,0.176824,0.138567,0.167001
4610,12.805556,,,,,,,,,,,,,,,,,,
4611,12.808333,0.144308,0.140160,0.087248,0.077260,0.143653,0.083877,0.164034,0.137741,0.209020,0.074013,0.144452,0.209913,0.162598,0.139880,0.135134,0.176822,0.138568,0.166983
4612,12.811111,,,,,,,,,,,,,,,,,,
4613,12.813889,,,,,,,,,,,,,,,,,,
4614,12.816667,0.144319,0.140146,0.087239,0.077248,0.143671,0.083885,0.164024,0.137715,0.208993,0.074021,0.144431,0.209910,0.162560,0.139886,0.135129,0.176818,0.138537,0.166988
4615,12.819444,,,,,,,,,,,,,,,,,,
4616,12.822222,,,,,,,,,,,,,,,,,,
4617,12.825000,0.144308,0.140157,0.087261,0.077260,0.143653,0.083878,0.164036,0.137726,0.209036,0.074029,0.144417,0.209900,0.162538,0.139880,0.135132,0.176793,0.138569,0.166979
4618,12.827778,0.144303,0.140155,0.087244,0.077246,0.143648,0.083885,0.164055,0.137731,0.209041,0.074023,0.144425,0.209908,0.162510,0.139871,0.135119,0.176810,0.138557,0.166978
4619,12.830556,,,,,,,,,,,,,,,,,,
4620,12.833333,0.144297,0.140159,0.087240,0.077256,0.143671,0.083896,0.164068,0.137726,0.209047,0.074023,0.144445,0.209931,0.162524,0.139870,0.135115,0.176785,0.138568,0.166973
4621,12.836111,0.144301,0.140158,0.087240,0.077238,0.143661,0.083881,0.164038,0.137712,0.209015,0.074034,0.144423,0.209895,0.162522,0.139883,0.135107,0.176796,0.138566,0.166973
4622,12.838889,,,,,,,,,,,,,,,,,,
4623,12.841667,0.144311,0.140174,0.087242,0.077258,0.143658,0.083893,0.164040,0.137717,0.209024,0.073973,0.144222,0.209733,0.161593,0.140338,0.134742,0.176779,0.138579,0.166976
4624,12.844444,0.144288,0.140159,0.087241,0.077243,0.143649,0.083880,0.164055,0.137721,0.209030,0.074009,0.144234,0.209767,0.161591,0.140345,0.134754,0.176775,0.138573,0.166970
4625,12.847222,,,,,,,,,,,,,,,,,,
4626,12.850000,0.144295,0.140160,0.087235,0.077262,0.143645,0.083867,0.164051,0.137710,0.209013,0.074100,0.144227,0.209823,0.161603,0.140334,0.134745,0.176777,0.138582,0.166979
4627,12.852778,0.144303,0.140164,0.087242,0.077249,0.143654,0.083879,0.164041,0.137725,0.209012,0.074100,0.144258,0.209838,0.161612,0.140349,0.134743,0.176784,0.138562,0.166970
4628,12.855556,,,,,,,,,,,,,,,,,,
4629,12.858333,0.144306,0.140161,0.087255,0.077247,0.143675,0.083893,0.164050,0.137713,0.208996,0.074110,0.144269,0.209846,0.161609,0.140342,0.134758,0.176774,0.138580,0.166984
4630,12.861111,0.144302,0.140171,0.087253,0.077257,0.143676,0.083889,0.164046,0.137734,0.209027,0.074096,0.144264,0.209840,0.161614,0.140325,0.134750,0.176760,0.138579,0.166978
4631,12.863889,,,,,,,,,,,,,,,,,,
4632,12.866667,0.144304,0.140153,0.087250,0.077250,0.143660,0.083888,0.164074,0.137732,0.209029,0.074112,0.144262,0.209861,0.161613,0.140326,0.134767,0.176769,0.138569,0.166995
4633,12.869444,0.144313,0.140160,0.087248,0.077255,0.143678,0.083878,0.164050,0.137713,0.209003,0.074109,0.144254,0.209855,0.161628,0.140327,0.134766,0.176779,0.138576,0.166995
4634,12.872222,,,,,,,,,,,,,,,,,,
4635,12.875000,0.144307,0.140157,0.087241,0.077263,0.143662,0.083887,0.164071,0.137742,0.209026,0.074117,0.144260,0.209850,0.162526,0.139860,0.135137,,,
4636,12.877778,,,,,,,,,,,,,,,,,,
4637,12.880556,,,,,,,,,,,,,,,,,,
4638,12.883333,0.144319,0.140155,0.087245,0.077245,0.143665,0.083885,0.164054,0.137723,0.209022,0.074034,0.144410,0.209920,0.161637,0.140300,0.134780,0.178103,0.137381,0.166717
4639,12.886111,,,,,,,,,,,,,,,,,,
4640,12.888889,,,,,,,,,,,,,,,,,,
4641,12.891667,0.144299,0.140152,0.087252,0.077265,0.143658,0.083869,0.164074,0.137726,0.209033,0.074111,0.144245,0.209834,0.161637,0.140299,0.134768,0.176779,0.138553,0.166994
4642,12.894444,,,,,,,,,,,,,,,,,,
4643,12.897222,,,,,,,,,,,,,,,,,,
4644,12.900000,0.144296,0.140135,0.087241,0.077261,0.143635,0.083871,0.164064,0.137708,0.209031,0.074121,0.144236,0.209859,0.162526,0.139855,0.135120,0.176768,0.138540,0.166969
4645,12.902778,,,,,,,,,,,,,,,,,,
4646,12.905556,,,,,,,,,,,,,,,,,,
4647,12.908333,0.144296,0.140148,0.087223,0.077267,0.143641,0.083872,0.164066,0.137696,0.209015,0.074122,0.144249,0.209856,0.162517,0.139851,0.135114,0.176784,0.138566,0.166968
4648,12.911111,,,,,,,,,,,,,,,,,,
4649,12.913889,,,,,,,,,,,,,,,,,,
4650,12.916667,0.144313,0.140138,0.087238,0.077264,0.143652,0.083861,0.164055,0.137708,0.209049,0.074121,0.144248,0.209861,0.162506,0.139852,0.135122,0.176799,0.138540,0.166960
4651,12.919444,,,,,,,,,,,,,,,,,,
4652,12.922222,0.144319,0.140140,0.087225,0.077247,0.143659,0.083875,0.164068,0.137725,0.209041,0.074120,0.144236,0.209860,0.162539,0.139851,0.135111,0.176792,0.138540,0.166966
4653,12.925000,0.144303,0.140143,0.087229,0.077257,0.143651,0.083873,0.164062,0.137727,0.209036,0.074110,0.144247,0.209872,0.162548,0.139849,0.135117,0.176787,0.138550,0.166962
4654,12.927778,,,,,,,,,,,,,,,,,,
4655,12.930556,0.144318,0.140147,0.087219,0.077264,0.143630,0.083881,0.164066,0.137720,0.209030,0.074105,0.144238,0.209857,0.161779,0.140176,0.134696,0.176769,0.138544,0.166970
4656,12.933333,,,,,,,,,,,,,,,,,,
4657,12.936111,,,,,,,,,,,,,,,,,,
4658,12.938889,0.144313,0.140151,0.087230,0.077247,0.143666,0.083878,0.164066,0.137718,0.209021,0.074022,0.144429,0.209920,0.161770,0.140181,0.134721,0.176792,0.138566,0.166976
4659,12.941667,,,,,,,,,,,,,,,,,,
4660,12.944444,,,,,,,,,,,,,,,,,,
4661,12.947222,0.144313,0.140173,0.087223,0.077253,0.143669,0.083871,0.164069,0.137739,0.209031,0.074114,0.144261,0.209847,0.161783,0.140193,0.134717,0.176798,0.138576,0.166990
4662,12.950000,,,,,,,,,,,,,,,,,,
4663,12.952778,,,,,,,,,,,,,,,,,,
4664,12.955556,0.144311,0.140181,0.087220,0.077268,0.143649,0.083871,0.164063,0.137734,0.209015,0.074107,0.144265,0.209854,0.161599,0.140338,0.134766,0.176775,0.138586,0.166997
4665,12.958333,0.144323,0.140174,0.087212,0.077263,0.143640,0.083847,0.164068,0.137723,0.209009,0.074118,0.144262,0.209843,0.161584,0.140341,0.134758,0.176764,0.138598,0.167000
4666,12.961111,,,,,,,,,,,,,,,,,,
4667,12.963889,0.144299,0.140173,0.087224,0.077271,0.143673,0.083863,0.164065,0.137727,0.209021,0.074114,0.144251,0.209850,0.161597,0.140345,0.134761,0.176746,0.138618,0.166990
4668,12.966667,,,,,,,,,,,,,,,,,,
4669,12.969444,,,,,,,,,,,,,,,,,,
4670,12.972222,0.144300,0.140176,0.087223,0.077251,0.143648,0.083874,0.164053,0.137739,0.209005,0.074119,0.144248,0.209860,0.161583,0.140363,0.134772,0.176752,0.138611,0.166990
4671,12.975000,0.144296,0.140190,0.087227,0.077252,0.143652,0.083867,0.164064,0.137727,0.209019,0.074117,0.144246,0.209855,0.161603,0.140373,0.134754,0.176755,0.138619,0.166978
4672,12.977778,,,,,,,,,,,,,,,,,,
4673,12.980556,0.144300,0.140171,0.087224,0.077244,0.143651,0.083885,0.164067,0.137731,0.209031,0.074108,0.144253,0.209867,0.161601,0.140376,0.134744,0.176745,0.138609,0.166974
4674,12.983333,,,,,,,,,,,,,,,,,,
4675,12.986111,,,,,,,,,,,,,,,,,,
4676,12.988889,0.144314,0.140158,0.087234,0.077240,0.143653,0.083858,0.164057,0.137744,0.209033,0.074100,0.144256,0.209864,0.161665,0.140356,0.134746,0.176795,0.138573,0.166969
4677,12.991667,,,,,,,,,,,,,,,,,,
4678,12.994444,,,,,,,,,,,,,,,,,,
4679,12.997222,0.144328,0.140133,0.087208,0.077245,0.143651,0.083869,0.164052,0.137727,0.209035,0.074103,0.144267,0.209885,0.161832,0.140203,0.134695,0.176806,0.138552,0.166953
4680,13.000000,0.144331,0.140140,0.087221,0.077250,0.143657,0.083885,0.164068,0.137737,0.209030,0.074099,0.144264,0.209860,0.162598,0.139853,0.135111,0.176821,0.138545,0.166961
4681,13.002778,,,,,,,,,,,,,,,,,,
4682,13.005556,0.144341,0.140139,0.087209,0.077245,0.143670,0.083863,0.164057,0.137731,0.209027,0.074090,0.144271,0.209868,0.162623,0.139847,0.135113,0.176834,0.138535,0.166971
4683,13.008333,0.144338,0.140136,0.087214,0.077238,0.143672,0.083888,0.164046,0.137738,0.209024,0.074091,0.144274,0.209879,0.162606,0.139856,0.135111,0.176859,0.138519,0.166950
4684,13.011111,,,,,,,,,,,,,,,,,,
4685,13.013889,0.144342,0.140133,0.087212,0.077253,0.143669,0.083864,0.164045,0.137738,0.209014,0.074107,0.144270,0.209883,0.162619,0.139851,0.135120,0.176857,0.138539,0.166958
4686,13.016667,,,,,,,,,,,,,,,,,,
4687,13.019444,,,,,,,,,,,,,,,,,,
4688,13.022222,0.144339,0.140139,0.087224,0.077249,0.143677,0.083871,0.164053,0.137741,0.209027,0.074097,0.144285,0.209872,0.162605,0.139860,0.135121,0.176824,0.138560,0.166963
4689,13.025000,0.144337,0.140152,0.087224,0.077251,0.143673,0.083874,0.164051,0.137754,0.209032,0.074103,0.144279,0.209874,0.162598,0.139873,0.135140,0.176831,0.138578,0.166965
4690,13.027778,,,,,,,,,,,,,,,,,,
4691,13.030556,0.144322,0.140165,0.087218,0.077248,0.143673,0.083863,0.164049,0.137727,0.209007,0.074096,0.144282,0.209873,0.162567,0.139889,0.135131,0.176790,0.138590,0.166973
4692,13.033333,0.144310,0.140173,0.087218,0.077245,0.143672,0.083859,0.164042,0.137737,0.208997,0.074105,0.144268,0.209872,0.161814,0.140248,0.134723,0.176797,0.138591,0.166988
4693,13.036111,,,,,,,,,,,,,,,,,,
4694,13.038889,0.144316,0.140181,0.087229,0.077245,0.143640,0.083869,0.164073,0.137745,0.209051,0.074099,0.144269,0.209860,0.161670,0.140364,0.134756,0.176802,0.138602,0.166981
4695,13.041667,0.144315,0.140188,0.087223,0.077258,0.143652,0.083850,0.164044,0.137738,0.209026,0.074110,0.144263,0.209864,0.161676,0.140364,0.134765,0.176772,0.138615,0.166992
4696,13.044444,,,,,,,,,,,,,,,,,,
4697,13.047222,0.144308,0.140187,0.087221,0.077238,0.143669,0.083871,0.164062,0.137728,0.209035,0.074100,0.144281,0.209878,0.161644,0.140393,0.134761,0.176754,0.138637,0.166996
4698,13.050000,,,,,,,,,,,,,,,,,,
4699,13.052778,,,,,,,,,,,,,,,,,,
4700,13.055556,0.144305,0.140181,0.087221,0.077240,0.143667,0.083878,0.164052,0.137737,0.209040,0.074111,0.144270,0.209886,0.161660,0.140383,0.134769,0.176759,0.138617,0.166992
4701,13.058333,,,,,,,,,,,,,,,,,,
4702,13.061111,,,,,,,,,,,,,,,,,,
4703,13.063889,0.144296,0.140179,0.087230,0.077235,0.143669,0.083870,0.164069,0.137747,0.209058,0.074090,0.144260,0.209874,0.161669,0.140365,0.134762,0.176785,0.138603,0.166984
4704,13.066667,0.144307,0.140172,0.087229,0.077217,0.143678,0.083871,0.164061,0.137744,0.209061,0.074096,0.144273,0.209880,0.161695,0.140356,0.134763,0.176802,0.138587,0.166979
4705,13.069444,,,,,,,,,,,,,,,,,,
4706,13.072222,0.144338,0.140136,0.087224,0.077244,0.143673,0.083871,0.164061,0.137734,0.209036,0.074103,0.144263,0.209880,0.161815,0.140214,0.134700,0.176817,0.138568,0.166974
4707,13.075000,,,,,,,,,,,,,,,,,,
4708,13.077778,0.144321,0.140150,0.087228,0.077254,0.143669,0.083893,0.164051,0.137747,0.209036,0.074097,0.144259,0.209890,0.162591,0.139878,0.135113,0.176826,0.138562,0.166962
4709,13.080556,0.144339,0.140145,0.087218,0.077237,0.143659,0.083882,0.164051,0.137737,0.209028,0.074103,0.144270,0.209870,0.162605,0.139852,0.135128,0.176831,0.138559,0.166974
4710,13.083333,,,,,,,,,,,,,,,,,,
4711,13.086111,0.144336,0.140153,0.087208,0.077259,0.143670,0.083886,0.164043,0.137753,0.209033,0.074020,0.144458,0.209953,0.161847,0.140207,0.134693,0.176825,0.138560,0.166978
4712,13.088889,0.144320,0.140141,0.087207,0.077239,0.143667,0.083885,0.164055,0.137727,0.209034,0.074081,0.144272,0.209884,0.162578,0.139878,0.135119,0.176812,0.138556,0.166954
4713,13.091667,,,,,,,,,,,,,,,,,,
4714,13.094444,0.144311,0.140153,0.087209,0.077231,0.143674,0.083878,0.164043,0.137749,0.209040,0.074098,0.144280,0.209892,0.161825,0.140207,0.134689,0.176808,0.138576,0.166977
4715,13.097222,,,,,,,,,,,,,,,,,,
4716,13.100000,,,,,,,,,,,,,,,,,,
4717,13.102778,0.144316,0.140170,0.087216,0.077243,0.143669,0.083877,0.164056,0.137732,0.209011,0.074121,0.144253,0.209872,0.161685,0.140356,0.134744,0.176808,0.138583,0.166977
4718,13.105556,0.144308,0.140180,0.087222,0.077220,0.143680,0.083876,0.164060,0.137742,0.209032,0.074111,0.144275,0.209872,0.161801,0.140231,0.134700,0.176782,0.138598,0.166981
4719,13.108333,,,,,,,,,,,,,,,,,,
4720,13.111111,0.144311,0.140190,0.087214,0.077231,0.143676,0.083867,0.164057,0.137750,0.209024,0.074096,0.144276,0.209878,0.161790,0.140253,0.134708,0.176793,0.138601,0.166983
4721,13.113889,0.144309,0.140189,0.087226,0.077250,0.143672,0.083872,0.164057,0.137751,0.209040,0.074099,0.144275,0.209862,0.161639,0.140389,0.134758,0.176779,0.138622,0.166977
4722,13.116667,,,,,,,,,,,,,,,,,,
4723,13.119444,0.144297,0.140186,0.087228,0.077248,0.143655,0.083860,0.164058,0.137763,0.209041,0.074020,0.144457,0.209937,0.161664,0.140392,0.134763,0.176759,0.138620,0.166996
4724,13.122222,,,,,,,,,,,,,,,,,,
4725,13.125000,,,,,,,,,,,,,,,,,,
4726,13.127778,0.144303,0.140172,0.087220,0.077249,0.143668,0.083873,0.164060,0.137733,0.209026,0.074106,0.144279,0.209881,0.161637,0.140394,0.134760,0.176764,0.138627,0.166989
4727,13.130556,0.144303,0.140163,0.087220,0.077236,0.143688,0.083869,0.164060,0.137731,0.209018,0.074100,0.144280,0.209879,0.161660,0.140375,0.134761,0.176769,0.138621,0.166998
4728,13.133333,,,,,,,,,,,,,,,,,,
4729,13.136111,0.144306,0.140162,0.087218,0.077229,0.143683,0.083865,0.164058,0.137745,0.209018,0.074097,0.144280,0.209880,0.161672,0.140351,0.134766,0.176789,0.138616,0.166987
4730,13.138889,0.144317,0.140164,0.087221,0.077229,0.143671,0.083879,0.164036,0.137752,0.209048,0.074106,0.144267,0.209870,0.161655,0.140355,0.134770,0.176778,0.138599,0.166992
4731,13.141667,,,,,,,,,,,,,,,,,,
4732,13.144444,0.144320,0.140152,0.087228,0.077242,0.143662,0.083873,0.164056,0.137730,0.209038,0.074114,0.144266,0.209893,0.162578,0.139872,0.135133,0.176817,0.138571,0.166975
4733,13.147222,0.144326,0.140154,0.087233,0.077239,0.143665,0.083861,0.164061,0.137735,0.209040,0.074111,0.144266,0.209871,0.161815,0.140214,0.134703,0.176819,0.138574,0.166980
4734,13.150000,,,,,,,,,,,,,,,,,,
4735,13.152778,0.144340,0.140143,0.087208,0.077231,0.143673,0.083882,0.164043,0.137719,0.209037,0.074099,0.144279,0.209883,0.161808,0.140201,0.134705,0.176826,0.138555,0.166969
4736,13.155556,,,,,,,,,,,,,,,,,,
4737,13.158333,,,,,,,,,,,,,,,,,,
4738,13.161111,0.144327,0.140129,0.087220,0.077257,0.143664,0.083882,0.164042,0.137740,0.209008,0.074102,0.144261,0.209876,0.162612,0.139845,0.135103,0.176846,0.138535,0.166966
4739,13.163889,0.144327,0.140148,0.087216,0.077251,0.143653,0.083866,0.164046,0.137733,0.209029,0.074102,0.144252,0.209867,0.162605,0.139857,0.135116,0.176842,0.138541,0.166956
4740,13.166667,,,,,,,,,,,,,,,,,,
4741,13.169444,0.144348,0.140140,0.087207,0.077250,0.143664,0.083875,0.164065,0.137748,0.209045,0.074102,0.144266,0.209885,0.162615,0.139845,0.135109,0.176840,0.138532,0.166953
4742,13.172222,0.144340,0.140143,0.087194,0.077264,0.143682,0.083881,0.164065,0.137731,0.209022,0.074105,0.144269,0.209878,0.162603,0.139842,0.135098,0.176818,0.138545,0.166954
4743,13.175000,,,,,,,,,,,,,,,,,,
4744,13.177778,0.144338,0.140142,0.087203,0.077249,0.143668,0.083859,0.164054,0.137754,0.209033,0.074119,0.144274,0.209863,0.161819,0.140197,0.134695,0.176833,0.138566,0.166956
4745,13.180556,,,,,,,,,,,,,,,,,,
4746,13.183333,,,,,,,,,,,,,,,,,,
4747,13.186111,0.144333,0.140171,0.087215,0.077264,0.143667,0.083866,0.164055,0.137736,0.209008,0.074032,0.144478,0.209927,0.161838,0.140212,0.134690,0.176824,0.138564,0.166962
4748,13.188889,,,,,,,,,,,,,,,,,,
4749,13.191667,,,,,,,,,,,,,,,,,,
4750,13.194444,0.144313,0.140175,0.087233,0.077237,0.143684,0.083857,0.164049,0.137751,0.209013,0.074103,0.144283,0.209862,0.161705,0.140351,0.134753,0.176802,0.138602,0.166993
4751,13.197222,0.144323,0.140164,0.087223,0.077258,0.143679,0.083858,0.164068,0.137750,0.209025,0.074030,0.144465,0.209916,0.161680,0.140362,0.134762,0.176797,0.138584,0.166985
4752,13.200000,,,,,,,,,,,,,,,,,,
4753,13.202778,0.144310,0.140177,0.087236,0.077257,0.143662,0.083857,0.164067,0.137734,0.209021,0.074121,0.144277,0.209876,0.161681,0.140378,0.134777,0.176763,0.138614,0.167009
4754,13.205556,,,,,,,,,,,,,,,,,,
4755,13.208333,,,,,,,,,,,,,,,,,,
4756,13.211111,0.144314,0.140177,0.087237,0.077244,0.143657,0.083852,0.164068,0.137743,0.209027,0.074098,0.144280,0.209882,0.161638,0.140374,0.134769,0.176740,0.138619,0.167020
4757,13.213889,0.144303,0.140185,0.087239,0.077251,0.143674,0.083850,0.164058,0.137728,0.209024,0.074118,0.144277,0.209873,0.161631,0.140379,0.134770,0.176756,0.138619,0.167020
4758,13.216667,,,,,,,,,,,,,,,,,,
4759,13.219444,0.144306,0.140187,0.087236,0.077230,0.143683,0.083870,0.164060,0.137734,0.209029,0.074101,0.144280,0.209865,0.161634,0.140383,0.134776,0.176744,0.138621,0.166995
4760,13.222222,0.144301,0.140182,0.087237,0.077258,0.143667,0.083856,0.164064,0.137752,0.209024,0.074105,0.144256,0.209861,0.161647,0.140370,0.134767,0.176758,0.138620,0.167001
4761,13.225000,,,,,,,,,,,,,,,,,,
4762,13.227778,0.144299,0.140178,0.087226,0.077259,0.143650,0.083864,0.164050,0.137741,0.209046,0.074104,0.144267,0.209878,0.161613,0.140390,0.134764,0.176753,0.138605,0.166992
4763,13.230556,,,,,,,,,,,,,,,,,,
4764,13.233333,,,,,,,,,,,,,,,,,,
4765,13.236111,0.144307,0.140179,0.087217,0.077252,0.143668,0.083865,0.164040,0.137739,0.209010,0.074092,0.144280,0.209883,0.161635,0.140372,0.134741,0.176770,0.138594,0.166972
4766,13.238889,0.144302,0.140170,0.087206,0.077234,0.143676,0.083857,0.164043,0.137740,0.209026,0.074022,0.144442,0.209940,0.161640,0.140349,0.134744,0.176795,0.138593,0.166964
4767,13.241667,0.144318,0.140172,0.087205,0.077257,0.143669,0.083854,0.164046,0.137732,0.209004,0.074018,0.144441,0.209924,0.161786,0.140236,0.134685,0.176798,0.138587,0.166965
4768,13.244444,,,,,,,,,,,,,,,,,,
4769,13.247222,,,,,,,,,,,,,,,,,,
4770,13.250000,0.144322,0.140178,0.087205,0.077256,0.143681,0.083870,0.164053,0.137739,0.209007,0.074108,0.144279,0.209874,0.161816,0.140226,0.134690,0.176814,0.138569,0.166961
4771,13.252778,,,,,,,,,,,,,,,,,,
4772,13.255556,,,,,,,,,,,,,,,,,,
4773,13.258333,0.144321,0.140160,0.087209,0.077243,0.143685,0.083858,0.164045,0.137750,0.209005,0.074110,0.144286,0.209867,0.161826,0.140196,0.134693,0.176820,0.138567,0.166957
4774,13.261111,0.144335,0.140149,0.087203,0.077258,0.143666,0.083858,0.164055,0.137751,0.209006,0.074110,0.144286,0.209863,0.162593,0.139877,0.135107,0.176821,0.138551,0.166968
4775,13.263889,,,,,,,,,,,,,,,,,,
4776,13.266667,0.144349,0.140136,0.087210,0.077252,0.143689,0.083855,0.164053,0.137745,0.209004,0.074111,0.144256,0.209856,0.162621,0.139852,0.135118,0.176828,0.138557,0.166962
